nombre,pais,ciudad_zona,direccion,telefono,email,web,tipo,cp,estado_origen,notas
Bodega Monumental Fabra,España,,"Passeig de Fabra i Puig, 196, 08016 Barcelona",+34933405555,info@bodegamonumental.com,https://bodegamonumental.com,Bodega / Tapas,,new,
Bar El Otro,España,,"Carrer del Dr. Pi i Molist, 15, 08016 Barcelona",+34933401122,,,Bar de Copas,,new,
Restaurante El Ñaño Bellaterra,España,,"Carrer de Padilla, 177, 08013 Barcelona",+34 932 327 508,elnanobellaterra@gmail.com,https://elnanobellaterra.com,Restaurante,,new,
El Velódromo,España,,"C. de Muntaner, 213, 08036 Barcelona",+34934306022,info@elvelodromo.com,https://www.elvelodromo.com,Bar / Restaurante Histórico,,new,
El Nou Antull,España,,"Carrer de Sant Antoni Maria Claret, 318, 08041 Barcelona",934351649,info@antull.cat,https://antull.cat,Restaurante,,new,
Timesburg Horta,España,,"Plaça d'Eivissa, 11, 08032 Barcelona",+34 934277320,horta@timesburg.com,https://www.timesburg.com,Hamburguesería,,contacted,"Sí tiene terraza exterior y es un local de tamaño mediano-grande con dos plantas. El sentimiento es positivo respecto a la comida, pero acumula quejas ocasionales por la lentitud del servicio en horas pico. Al ser una cadena, la venta de software es difícil (decisiones centralizadas), pero su alto volumen de mesas y delivery los hace ideales para sistemas de automatización de comandas."
Bitacora Poblenou,España,,"C/ de l'Alguer, 1, 08005 Barcelona",+34932251543,,,Bar de Tapas,,new,
Burger King Som Multiespai,España,,"Av. de Rio de Janeiro, 42, 08016 Barcelona",+34932765380,atencioncliente@burgerking.es,https://www.burgerking.es,Comida Rápida,,new,
Pappa e Citti,España,,"C. de Londres, 93, 08036 Barcelona",+34934142345,info@pappaecitti.com,https://www.pappaecitti.com,Restaurante Italiano,,new,
Bar San Remo,España,,"Carrer de Buenos Aires, 11, 08029 Barcelona",934100613,,,Bar,,new,
Bar Plaza Sant Andreu,España,,"Plaza de Orfila, 3, 08030 Barcelona",+34 933 11 25 21,plazaorfila@gmail.com,,Bar de Tapas,,new,
Santamasa Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 04 22,hola@santamasa.com,https://santamasa.com,Restaurante,,new,
Pizzeria L'Antica,España,,"Carrer de Sant Adrià, 36, 08030 Barcelona",+34 933 11 40 45,info@lanticapizzeria.es,,Pizzería,,new,
Frankfurt Guinardó,España,,"Avinguda de la Mare de Déu de Montserrat, 47, 08041 Barcelona",934366298,,,Bar Frankfurt,,new,
Bar El Túnel,España,,"Carrer de Llobregós, 120, 08032 Barcelona",+34 934291200,,,Bar,,new,
La Selva,España,,"Carrer de Girona, 117, 08013 Barcelona",+34 935 348 244,info@laselvabarcelona.com,https://laselvabarcelona.com,Restaurante,,new,
Bar Bodega El Sidral,España,,"Carrer de Dante Alighieri, 20, 08032 Barcelona",+34 934292020,,,Bar Bodega,,new,
Vinitus,España,,"Carrer del Consell de Cent, 333, 08009 Barcelona",+34 933 63 21 27,info@vinitus.com,,Cervecería / Tapas,,new,
Bar Quimet d'Horta,España,,"Plaza de Eivissa, 10, 08032 Barcelona",+34 933581916,info@quimethorta.com,https://quimethorta.com,Bar de Tapas,,contacted,"Tiene terraza muy concurrida y un tamaño mediano-grande con alta rotación de clientes. Reseñas muy positivas (famoso por sus chapatas), con quejas puntuales por servicio saturado en horas punta. Ideal para vender software ágil de comandas/terraza por su alto volumen, pero al ser un bar histórico muy tradicional puede haber gran resistencia al cambio."
Xavier Pellicer,España,,"Carrer de Provença, 310, 08037 Barcelona",935259002,reservas@xavierpellicer.com,https://www.xavierpellicer.com,Restaurante,,new,
La Selva,España,,"Carrer de Girona, 117, 08037 Barcelona",938323071,info@laselvarestaurante.com,https://www.laselvarestaurante.com,Restaurante,,new,
Yoshi,España,,"Carrer de Roger de Flor, 193, 08037 Barcelona",934583515,info@restaurante-yoshi.com,https://www.restaurante-yoshi.com,Restaurante Japonés,,new,
CDLC Barcelona,España,,"Passeig Marítim de la Barceloneta, 32, 08003 Barcelona",+34932240470,info@cdlcbarcelona.com,https://cdlcbarcelona.com,Restaurante,,new,
Iktus,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 22 25,,,Bar/Cafetería,,new,
Restaurant El Pacifico,España,,"Carrer de l'Almirall Cervera, 22, 08003 Barcelona",+34932211757,,,Restaurante,,new,
La Bodegueta de Sant Andreu,España,,"Rambla de Fabra i Puig, 30, 08030 Barcelona",+34 656 37 68 42,info@labodeguetadesantandreu.cat,https://www.labodeguetadesantandreu.cat,Bodega Restaurante,,new,
Bar Restaurante Winner 2,España,,"Calle Caracas, 13, 08030 Barcelona",+34 933 11 78 26,,,Bar Restaurante,,new,
Bar El Paso,España,,"Carrer de Sant Iscle, 45, 08016 Barcelona",933542299,,,Bar,,new,
Cafetería Manila,España,,"Carrer de la Maladeta, 5, 08016 Barcelona",933540088,,,Cafetería,,new,
Bar Restaurante Los Mañicos,España,,"Rambla de Guipúscoa, 114, 08020 Barcelona",+34 933 13 63 64,,,Bar Restaurante,,new,
Masia Can Verdaguer,España,,"Carrer de Piferrer, 94, 08016 Barcelona",933543163,info@canverdaguer.com,https://www.canverdaguer.com,Restaurante,,new,
Rodilla L'Illa,España,,"Av. Diagonal, 557, 08029 Barcelona",934440102,info@rodilla.es,https://www.rodilla.es,Sándwiches,,new,
Udon Pedralbes,España,,"Carrer de Santa Amèlia, 31, 08034 Barcelona",+34 932 05 77 77,pedralbes@udon.es,https://www.udon.es,Restaurante,,new,
Pizzería Trattoria Aneto,España,,"Carrer d'Aneto, 12, 08016 Barcelona",934083322,trattoria@aneto.com,,Pizzería,,new,
Bar El Racó de la Paqui,España,,"Carrer de Llull, 350, 08019 Barcelona",+34 933 07 43 12,,,Bar,,new,
DORA Restaurant Sant Andreu,España,,"Carrer de Malats, 16, 08030 Barcelona",+34 930 11 31 10,info@dorasantandreu.com,https://www.dorasantandreu.com,Restaurante Mediterráneo,,new,
Iktus,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 22 25,,,Bar/Cafetería,,new,
Farggi Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 23 20,atencionalcliente@farggi.com,https://farggi.com,Cafetería,,new,
Cervecería La Verneda,España,,"Carrer de Cantàbria, 35, 08020 Barcelona",+34 933 05 13 86,laverneda@cerveceria.com,,Cervecería,,new,
VIPS Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 26 53,atencioncliente@vips.es,https://www.vips.es,Restaurante,,new,
Restaurante El Laurel,España,,"Carrer de Roger de Flor, 203, 08037 Barcelona",934578225,,,Restaurante,,new,
L'Olla de Si,España,,"Carrer de Loreto, 42, 08029 Barcelona",934103133,,,Restaurante,,new,
Bar l'Abadia,España,,"Carrer del Monestir, 1, 08034 Barcelona",+34 932 03 11 22,,,Bar,,new,
Tapería Jamón Jamón,España,,"Carrer de Piferrer, 45, 08016 Barcelona",+34933402211,info@jamonjamon.es,,Bar de Tapas,,new,
La Tagliatella Heron City,España,,"Avinguda de Rio de Janeiro, 42, 08016 Barcelona",932765503,info@latagliatella.es,https://www.latagliatella.es,Restaurante,,new,
Restaurante El Petit Príncep,España,,"Carrer de Lepant, 273, 08013 Barcelona",+34 932 462 823,,,Restaurante,,new,
Restaurante La Gula,España,,"Carrer de Loreto, 14, 08029 Barcelona",934193301,lagula@lagula.es,https://www.lagula.es,Restaurante,,new,
Seaside Country Dream S.A.,España,,"Avinguda de la Mare de Déu de Montserrat, 143, 08041 Barcelona",932256158,,,Bar,,new,
El Chato,España,,"Carrer de Roger de Flor, 228, 08013 Barcelona",+34 932 466 220,,,Bar/Restaurante,,new,
Goiko Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 932 20 12 74,info@goiko.com,https://www.goiko.com,Restaurante,,new,
Can Culleres,España,,"C/ de Bilbao, 79, 08005 Barcelona",+34693069694,,,Restaurante,,new,
Shaka Barcelona,España,,"Carrer de Loreto, 13, 08029 Barcelona",934101010,info@shakabcn.com,https://shakabcn.com,Restaurante,,new,
Restaurante Can Manel,España,,"Carrer de Sant Adrià, 12, 08030 Barcelona",+34 933 46 22 25,canmanel@restaurant.com,,Restaurante Catalán,,new,
Restaurante El Chivo,España,,"Carrer de Piferrer, 116, 08016 Barcelona",933534301,reservas@elchivo.es,http://www.elchivo.es,Restaurante,,new,
Bar Trobada,España,,"Carrer de la Jota, 52, 08016 Barcelona",933491234,,,Bar,,new,
Blue Taco Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 931 31 16 00,,,Restaurante,,new,
Bar Casa Paco,España,,"Carrer de Dante Alighieri, 18, 08032 Barcelona",+34 934291819,,,Bar,,new,
Restaurante Can Majó,España,,"Carrer de l'Almirall Aixada, 23, 08003 Barcelona",+34932215455,info@canmajo.es,https://www.canmajo.es,Restaurante,,new,
La Chelinda Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 29 00,contacto@lachelinda.es,https://lachelinda.es,Restaurante,,new,
Germans Fabregat SCP,España,,"Carrer de la Indústria, 273, 08041 Barcelona",934355173,,,Bar,,new,
Bar El Patio,España,,"Carrer de Concili de Trento, 90, 08020 Barcelona",+34 933 14 02 33,,,Bar,,new,
Bristol Café Barcelona,España,,"Carrer de Roger de Flor, 220, 08037 Barcelona",934587131,hola@bristolcafe.es,https://www.bristolcafe.es,Cafetería/Bar,,new,
Barnabier,España,,"C/ de la Marina, 16, 08005 Barcelona",+34932210212,info@barnabier.com,https://barnabier.com,Restaurante Cervecería,,new,
Pizzeria Da Nanni Sant Martí,España,,"Carrer del Treball, 153, 08020 Barcelona",+34 936 84 35 15,danannibcn@gmail.com,https://dananni.es,Pizzería,,new,
Kurz & Gut Som Multiespai,España,,"Av. de Rio de Janeiro, 42, 08016 Barcelona",+34933545678,info@kurzgut.com,https://kurzgut.com,Frankfurt / Cervecería,,new,
La Trobada del Guinardó,España,,"Carrer de Teodor Llorente, 10 (Mercat del Guinardó), 08041 Barcelona",934362148,info@mercatguinardo.cat,https://mercatguinardo.cat,Bar de Mercado,,new,
Teòric Taverna Gastronòmica,España,,"Carrer de Bailèn, 117, 08009 Barcelona",+34 930 00 20 22,info@teoric.cat,https://teoric.cat/,Taverna de autor,,new,
Bar El Tunel,España,,"Carrer de Girona, 60, 08009 Barcelona",+34 934 58 48 53,info@eltunel.cat,,Bar-Restaurante tradicional,,new,
Gouthier,España,,"Carrer del Rosselló, 300, 08037 Barcelona",934591341,gouthier@gouthier.es,https://www.gouthier.es,Bar de Ostras,,new,
Don Giovanni,España,,"Carrer de Déu i Mata, 69, 08029 Barcelona",934101010,info@dongiovanni.es,http://www.dongiovanni.es,Restaurante Italiano,,new,
Bar El Cargolet,España,,"Carrer d'Entença, 212, 08029 Barcelona",934105051,,,Bar Restaurante,,new,
Indian Palace,España,,"Carrer del Segle XX, 9, 08041 Barcelona",933473954,indianpalacebcn@gmail.com,,Restaurante Indio,,new,
Restaurante Can Manel,España,,"Pg. de Fabra i Puig, 266, 08016 Barcelona",933581032,info@canmanel.es,http://www.canmanel.es,Restaurante,,new,
Xurreria Sant Andreu,España,,"C/ Gran de Sant Andreu, 241, 08030 Barcelona",+34 933 11 87 54,info@xurreriasantandreu.com,https://www.xurreriasantandreu.com,Bar Cafetería,,new,
Bar Tapa Tapa Nou Barris,España,,"Carrer de l'Escultor Ordóñez, 88, 08016 Barcelona",933539900,tapas@tapatapa08016.es,,Bar,,new,
Restaurante Can Ramon,España,,"Carrer del Telègraf, 50, 08041 Barcelona",934500812,,,Restaurante,,new,
Bar El Paso,España,,"Carrer de Llobregós, 145, 08032 Barcelona",+34 934294545,,,Bar,,new,
VIPS Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 26 53,atencioncliente@vips.es,https://www.vips.es,Restaurante,,new,
Pork... boig per tu,España,,"Carrer del Consolat de Mar, 15, 08003 Barcelona",+34932687272,pork@porkboigpertu.com,http://www.porkboigpertu.com,Restaurante,,new,
El Racó de l'Agullana,España,,"Carrer de Mas Casanovas, 74, 08041 Barcelona",934358891,info@agullana.com,https://agullana.com,Restaurante,,new,
Ginos L'Illa,España,,"Av. Diagonal, 557, 08029 Barcelona",934440011,info@ginos.es,https://www.ginos.es,Restaurante Italiano,,new,
Frankfurt Maragall,España,,"Passeig de Maragall, 380, 08032 Barcelona",+34 934295500,,,Frankfurt,,new,
Hanami,España,,"C. de Muntaner, 166, 08036 Barcelona",+34934144415,info@hanamibcn.com,https://www.hanamibcn.com,Restaurante Japonés,,new,
Restaurante Koh-i-noor,España,,"Carrer de Loreto, 32, 08029 Barcelona",934107144,,,Restaurante Indio,,new,
Healthy Kitchen,España,,"Carrer de Bailèn, 160, 08037 Barcelona",938531106,info@healthykitchen.es,https://www.healthykitchen.es,Restaurante,,new,
Bar La Tasquita,España,,"Carrer de Sant Iscle, 45, 08016 Barcelona",+34933406677,,,Bar de Tapas,,new,
Pizzería Carlos,España,,"Carrer de Nicaragua, 115, 08029 Barcelona",934196161,clientes@pizzeriacarlos.es,https://www.pizzeriacarlos.es,Pizzería,,new,
Pure Cuisine,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 16 71,info@purecuisine.es,https://purecuisine.es,Restaurante,,new,
Rodilla L'Illa,España,,"Av. Diagonal, 557, 08029 Barcelona",934440102,info@rodilla.es,https://www.rodilla.es,Sándwiches,,new,
Ribs Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 02 02,atencioncliente@ribs.es,https://www.ribs.es,Restaurante,,new,
Ginos Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 06 48,atencioncliente@ginos.es,https://www.ginos.es,Restaurante,,new,
L'Òstia,España,,"Plaça de la Barceloneta, 1, 08003 Barcelona",+34932214758,info@lostiabarcelona.com,https://www.lostiabarcelona.com,Restaurante,,new,
Granja Petitbo,España,,"Passeig de Sant Joan, 82, 08009 Barcelona",+34 932 65 65 03,info@granjapetitbo.com,https://www.granjapetitbo.com/,Cafetería / Bistro,,new,
El Drac,España,,"Carrer del Bruc, 44, 08009 Barcelona",+34 934 58 44 44,,,Bar-Restaurante,,new,
Bacoa Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 02 46,info@bacoaburger.com,https://www.bacoaburger.com,Restaurante,,new,
80-200,España,,"C. de París, 200, 08036 Barcelona",+34934146051,info@80-200.com,https://www.80-200.com,Hamburguesería Gourmet,,new,
Escaleta del Guinardó,España,,"Carrer de Teodor Llorente, 16, 08041 Barcelona",934368149,info@escaletadelguinardo.com,https://escaletadelguinardo.com,Restaurante,,new,
El 9 de Loreto,España,,"Carrer de Loreto, 9, 08029 Barcelona",934191632,info@el9deloreto.com,https://www.el9deloreto.com,Restaurante,,new,
Restaurante Las Sardinitas,España,,"Passeig de Garcia Fària, 70, 08019 Barcelona",+34 932 21 03 12,info@monchos.com,https://monchos.com,Restaurante,,new,
Restaurante Casa Castro,España,,"Carrer de Menorca, 30, 08020 Barcelona",+34 933 13 14 05,casacastro@gmail.com,,Restaurante,,new,
Dunkin' Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 12 34,info@dunkin.es,https://dunkin.es,Cafetería,,new,
Bar El Trébol,España,,"Avinguda de la Mare de Déu de Montserrat, 12, 08041 Barcelona",934363212,,,Bar,,new,
Bar El Tapeo,España,,"Carrer de Sant Adrià, 62, 08030 Barcelona",+34 933 45 88 11,,,Bar de Tapas,,new,
Bar Cervantes,España,,"Carrer de Manuel de Falla, 12, 08034 Barcelona",+34 932 03 36 21,,,Bar,,new,
Bar Restaurante Granados,España,,"Carrer del Doctor Pi i Molist, 74, 08016 Barcelona",933498801,,,Bar Restaurante,,new,
Maitea Taberna,España,,"C. de Casanova, 155, 08036 Barcelona",+34934512392,maitea@maitea.es,https://www.maitea.es,Taberna Vasca,,new,
Sopa Poblenou,España,,"C/ de Roc Boronat, 114, 08005 Barcelona",+34933095676,info@sopa.cat,https://sopa.cat,Restaurante Vegetariano,,new,
Restaurante La Gula,España,,"Carrer de Loreto, 14, 08029 Barcelona",934193301,lagula@lagula.es,https://www.lagula.es,Restaurante,,new,
AÜRT Restaurant,España,,"Passeig del Taulat, 262, 08019 Barcelona",+34 935 07 01 02,info@aurtrestaurant.com,https://www.aurtrestaurant.com,Restaurante,,new,
GreenVita Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 934 93 11 00,diagonalmar@greenvita.com,https://greenvita.com,Restaurante,,new,
Bar Mesón Castellano,España,,"Carrer del Treball, 130, 08020 Barcelona",+34 933 05 44 21,,,Mesón,,new,
Cafetería Dulce,España,,"Passeig de Fabra i Puig, 250, 08016 Barcelona",933581144,dulce@fabra.es,http://www.cafedulce.es,Cafetería,,new,
Bodega Lluís,España,,"Carrer del Segre, 32, 08030 Barcelona",+34 933 11 44 23,bodegalluis@santandreu.com,,Bodega,,new,
Xiringuito Escribà,España,,"Av. del Litoral, 62, 08005 Barcelona",+34932210729,info@xiringuitoescriba.com,https://xiringuitoescriba.com,Restaurante Arrocería,,new,
Ginos L'Illa,España,,"Av. Diagonal, 557, 08029 Barcelona",934440011,info@ginos.es,https://www.ginos.es,Restaurante Italiano,,new,
La Tagliatella Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 21 02,info@latagliatella.es,https://www.latagliatella.es,Restaurante,,new,
Bar Tano,España,,"Carrer de Sor Eulàlia d'Anzizu, 10, 08034 Barcelona",+34 932 04 48 12,,,Bar,,new,
Bar El Chispazo,España,,"Carrer de Sant Adrià, 114, 08030 Barcelona",+34 933 45 90 23,,,Bar,,new,
Bar Electricitat,España,,"Carrer de Sant Carles, 15, 08003 Barcelona",+34932215055,,,Bar,,new,
Restaurante Casa Angela,España,,"Placa de la Sagrada Familia, 13, 08013 Barcelona",+34 936 242 702,info@casaangelabcn.com,https://casaangelabcn.com,Restaurante,,new,
Green Vita L'Illa,España,,"Av. Diagonal, 557, 08029 Barcelona",936317761,info@greenvita.com,https://www.greenvita.com,Restaurante Saludable,,new,
5th Avenue L'Illa,España,,"Av. Diagonal, 557, 08029 Barcelona",934440104,info@5thave.es,,Restaurante,,new,
Restaurant Les Voltes,España,,"Av. de Pearson, 1, 08034 Barcelona",+34 932 04 04 12,,,Restaurante,,new,
Bar Piferrer,España,,"Carrer de Piferrer, 22, 08016 Barcelona",933530055,,,Bar,,new,
Restaurante Els Tres Porquets,España,,"Rambla de Guipúscoa, 165, 08020 Barcelona",+34 933 05 11 50,reserves@elstresporquets.es,https://elstresporquets.es,Restaurante de cocina catalana,,new,
Casa Do Zaraza,España,,"Carrer d'Entença, 182, 08029 Barcelona",933225547,,,Restaurante Gallego,,new,
Piazze d'Italia,España,,"C. de Casanova, 94, 08036 Barcelona",+34933235977,info@piazzeditalia.es,https://www.piazzeditalia.es,Restaurante Italiano,,new,
Bar Florida,España,,"Carrer de Sant Adrià, 150, 08030 Barcelona",+34 933 46 72 31,,,Bar de Copas,,new,
Bar Restaurante El Foro,España,,"Carrer de Piferrer, 88, 08016 Barcelona",+34933408811,,,Restaurante,,new,
Bar La Unió,España,,"Carrer de Sant Iscle, 2, 08016 Barcelona",933495511,,,Bar,,new,
Bar El Pollo,España,,"Carrer de Concili de Trento, 115, 08020 Barcelona",+34 933 14 22 55,,,Bar,,new,
Five Guys Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 935 45 10 35,,https://www.fiveguys.es,Restaurante,,new,
Canela Restaurant,España,,"Passeig de Garcia Fària, 37, 08019 Barcelona",+34 935 31 60 40,ateneamar.res@occidentalhotels.com,,Restaurante,,new,
Bar El Trisquel,España,,"Carrer de Manuel de Falla, 8, 08034 Barcelona",+34 932 03 98 11,,,Bar,,new,
Bar-Restaurante J.M.,España,,"Carrer de Roger de Flor, 209, 08037 Barcelona",934586541,,,Restaurante,,new,
Goiko Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 932 20 12 74,info@goiko.com,https://www.goiko.com,Restaurante,,new,
El Rincón de la Abuela,España,,"Carrer de la Diputació, 412, 08037 Barcelona",932653111,,,Restaurante,,new,
Cafetería Valldaura,España,,"Passeig de Valldaura, 185, 08016 Barcelona",933541199,hola@valldaura.es,http://www.valldaura.es,Cafetería,,new,
Seaside Country Dream S.A.,España,,"Avinguda de la Mare de Déu de Montserrat, 143, 08041 Barcelona",932256158,,,Bar,,new,
Santa Gloria L'Illa,España,,"Av. Diagonal, 557, 08029 Barcelona",934440101,info@santagloria.com,https://www.santagloria.com,Cafetería,,new,
Wok Pedralbes,España,,"Av. Diagonal, 672, 08034 Barcelona",+34 932 05 98 71,,,Restaurante,,new,
Sagardi BCN Gòtic,España,,"Carrer de l'Argenteria, 62, 08003 Barcelona",+34933199993,reservas@sagardi.com,https://sagardi.com,Restaurante,,new,
Restaurant La Bona Cuina,España,,"Carrer d'Aneto, 4, 08016 Barcelona",934081245,labonacuina@gmail.com,,Restaurante,,new,
Restaurante La Cabaña,España,,"Carrer de l'Escultor Ordóñez, 12, 08016 Barcelona",+34933401234,,,Restaurante,,new,
Shoko Barcelona,España,,"Passeig Marítim de la Barceloneta, 36, 08003 Barcelona",+34932259200,info@shoko.biz,https://shoko.biz,Restaurante,,new,
Maná 75,España,,"Passeig de Joan de Borbó, 101, 08003 Barcelona",+34938326415,hello@mana75.es,https://mana75.es,Restaurante,,new,
Restaurante Alvart,España,,"C. d'Aribau, 141, 08036 Barcelona",+34934305758,info@alvart.es,https://www.alvart.es,Cocina Mediterránea,,new,
Bacoa Barceloneta,España,,"Carrer del Judici, 15, 08003 Barcelona",+34932214994,info@bacoaburger.com,https://www.bacoaburger.com,Restaurante,,new,
Anfiteatro,España,,"Avenida Litoral, 37, 08005 Barcelona",+34659695345,,,Restaurante,,new,
Bar El Chiringuito,España,,"Carrer de Cantabria, 60, 08020 Barcelona",+34 933 05 06 07,,,Bar de Tapas,,new,
Bar El Barrio,España,,"Carrer de l'Escultor Ordóñez, 78, 08016 Barcelona",+34934089911,,,Bar,,new,
Llaollao Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 00 00,info@llaollao.es,https://www.llaollaoweb.com,Heladería/Bar,,new,
Rosti Restaurant,España,,"C/ de Ramón Trias Fargas, 2, 08005 Barcelona",+34932217607,,,Restaurante de Hamburguesas,,new,
Bar Restaurante El Cid,España,,"Carrer de Varsòvia, 30, 08041 Barcelona",934359871,,,Bar Restaurante,,new,
Bar Restaurante Mediterráneo,España,,"Carrer de Cartellà, 108, 08016 Barcelona",934083322,,,Bar Restaurante,,new,
Bar Tapes,España,,"Carrer de València, 345, 08037 Barcelona",932076509,,,Bar de Tapas,,new,
Foster's Hollywood Som Multiespai,España,,"Av. de Rio de Janeiro, 42, 08016 Barcelona",+34932765355,info@fostershollywood.es,https://fostershollywood.es,Parrilla Americana,,new,
Restaurante Bon Pastor,España,,"Calle de Caracas, 2, 08030 Barcelona",+34 933 11 09 54,,,Restaurante,,new,
Bar El Rinconito,España,,"Carrer de la Conca de Tremp, 82, 08032 Barcelona",+34 934071122,,,Bar,,new,
Restaurante Da Viviana,España,,"Carrer de Loreto, 44, 08029 Barcelona",934399728,,,Restaurante Italiano,,new,
Bar El Cargolet,España,,"Carrer d'Entença, 212, 08029 Barcelona",934105051,,,Bar Restaurante,,new,
Foster's Hollywood Diagonal Mar,España,,"Av. Diagonal, 3, 08019 Barcelona",+34 933 56 22 75,atencioncliente@fostershollywood.es,https://fostershollywood.es,Restaurante,,new,
Bar Restaurante Marismas,España,,"Rambla de Guipúscoa, 120, 08020 Barcelona",+34 933 13 47 89,marismas@guipuscoa.com,,Restaurante,,new,
L'Olla de Si,España,,"Carrer de Loreto, 42, 08029 Barcelona",934103133,,,Restaurante,,new,
Bar Mut,España,,"Carrer de Pau Claris, 192, 08037 Barcelona",932174338,info@barmut.com,https://www.barmut.com,Gastrobar,,new,
Restaurante Tio Papelon,España,,"Carrer de Marina, 214, 08013 Barcelona",+34 932 312 004,info@tiopapelon.com,https://tiopapelon.com,Restaurante,,new,
Restaurant Els Tres Tombs,España,,"Plaza de la Pomera, 1, 08030 Barcelona",+34 933 45 33 21,trestombs@santandreu.es,,Restaurante de Barrio,,new,
Bar Plaza Sant Andreu,España,,"Plaza de Orfila, 3, 08030 Barcelona",+34 933 11 25 21,plazaorfila@gmail.com,,Bar de Tapas,,new,
Restaurante Can Manel,España,,"Carrer de Sant Adrià, 12, 08030 Barcelona",+34 933 46 22 25,canmanel@restaurant.com,,Restaurante Catalán,,new,
Shishamo,España,,"C. de Casanova, 167, 08036 Barcelona",+34934150534,,,Restaurante Japonés,,new,
Telepizza,España,,"Avinguda de la Mare de Déu de Montserrat, 163, 08041 Barcelona",934555800,atencionalcliente@telepizza.com,https://www.telepizza.es,Pizzería,,new,
Bar Restaurante Los Manueles,España,,"Carrer del Dr. Pi i Molist, 40, 08016 Barcelona",+34933496582,info@losmanueles.es,,Bar Restaurante,,new,
Bar La Palmera,España,,"Carrer de la Palmera, 8, 08020 Barcelona",+34 933 14 74 12,,,Bar,,new,
Oaxaca Cuina Mexicana,España,,"Pla de Palau, 19, 08003 Barcelona",+34933190064,info@oaxacabcn.com,https://oaxacabcn.com,Restaurante,,new,
Germans Fabregat SCP,España,,"Carrer de la Indústria, 273, 08041 Barcelona",934355173,,,Bar,,new,
Bar Avenida,España,,"Rambla de Guipúscoa, 150, 08020 Barcelona",+34 933 13 01 02,,,Bar,,new,
Restaurante El Laurel,España,,"Carrer de Varsòvia, 54, 08041 Barcelona",934360341,info@restauranteellaurel.es,https://restauranteellaurel.es,Restaurante,,new,
Restaurant La Bassa,España,,"Carrer de Santa Amèlia, 25, 08034 Barcelona",+34 932 04 56 12,,,Restaurante,,new,
Restaurante Gaia,España,,"C. de Còrsega, 250, 08036 Barcelona",+34934309325,info@gaianatural.com,https://www.gaianatural.com,Restaurante Saludable,,new,
Restaurante El Mirador de Nou Barris,España,,"Passeig de Fabra i Puig, 400, 08016 Barcelona",+34933540022,info@elmirador.es,,Restaurante,,new,
Restaurante La Parada,España,,"Carrer del Doctor Pi i Molist, 50, 08016 Barcelona",933538877,laparada@gmail.com,,Restaurante,,new,
Sandwichez Capità Arenas,España,,"Carrer del Capità Arenas, 54, 08034 Barcelona",+34 932 05 81 04,info@sandwichez.es,https://www.sandwichez.es,Cafetería,,new,
Öuzö Restaurant,España,,"Carrer de Joan Torras, 26, 08030 Barcelona",+34 936 04 78 79,info@ouzosomdelbarri.com,https://ouzosomdelbarri.com,Restaurante de Tapas,,new,
Bar Restaurante Los Maños,España,,"Carrer de Jimenez e Iglesias, 10, 08034 Barcelona",+34 932 04 01 22,,,Bar Restaurante,,new,
Bar Pardo,España,,"Carrer del Doctor Bové, 121, 08032 Barcelona",+34 934208076,,,Bar,,new,
Frankfurt Porta,España,,"Carrer de la Porta, 15, 08016 Barcelona",932431109,,,Bar,,new,
Restaurante Olivos,España,,"Passeig del Taulat, 272, 08019 Barcelona",+34 933 56 26 00,bcnmar.atencion@vinccihotels.com,,Restaurante,,new,
Restaurante Olivos,España,,"Passeig del Taulat, 272, 08019 Barcelona",+34 933 56 26 00,bcnmar.atencion@vinccihotels.com,,Restaurante,,new,
Restaurante La Familia,España,,"Carrer de Roger de Flor, 245, 08037 Barcelona",934582312,,,Restaurante,,new,
Marimorena Barcelona,España,,"Carrer de Loreto, 24, 08029 Barcelona",934109405,info@marimorenabcn.com,https://marimorenabcn.com,Restaurante,,new,
Bar Restaurante Los Amigos,España,,"Carrer de Menorca, 55, 08020 Barcelona",+34 933 13 00 22,,,Bar Restaurante,,new,
